text,font_size,font_color_red,font_color_green,font_color_blue,font_color_alpha,font_weight,output
"Rule-based machine learning is a general term for any machine learning method that identifies, learns, or evolves ""rules"" to store, manipulate or apply knowledge. The defining characteristic of a rule-based machine learning algorithm is the identification and utilization of a set of relational rules that collectively represent the knowledge captured by the system. This is in contrast to other machine learning algorithms that commonly identify a singular model that can be universally applied to any instance in order to make a prediction. Rule-based machine learning approaches include , association rule learning, and .",14,32,33,34,1,400,1
learning classifier systems,16,51,102,204,1,400,1
artificial immune systems,16,51,102,204,1,400,1
"Based on the concept of strong rules, , and Arun Swami introduced association rules for discovering regularities between products in large-scale transaction data recorded by (POS) systems in supermarkets. For example, the rule found in the sales data of a supermarket would indicate that if a customer buys onions and potatoes together, they are likely to also buy hamburger meat. Such information can be used as the basis for decisions about marketing activities such as promotional or . In addition to , association rules are employed today in application areas including , , , and . In contrast with , association rule learning typically does not consider the order of items either within a transaction or across transactions.",14,32,33,34,1,400,1
Rakesh Agrawal,16,51,102,204,1,400,1
point-of-sale,12.32,51,102,204,1,400,1
"{\displaystyle \{\mathrm {onions,potatoes} \}\Rightarrow \{\mathrm {burger} \}}",16.52,32,33,34,1,400,1
pricing,16,51,102,204,1,400,1
product placements,16,51,102,204,1,400,1
market basket analysis,12.32,51,102,204,1,400,1
Web usage mining,12.32,51,102,204,1,400,1
intrusion detection,12.32,51,102,204,1,400,1
continuous production,16,51,102,204,1,400,1
bioinformatics,16,51,102,204,1,400,1
sequence mining,12.32,51,102,204,1,400,1
"Learning classifier systems (LCS) are a family of rule-based machine learning algorithms that combine a discovery component, typically a , with a learning component, performing either , , or . They seek to identify a set of context-dependent rules that collectively store and apply knowledge in a manner in order to make predictions.",14,32,33,34,1,400,1
genetic algorithm,16,51,102,204,1,400,1
supervised learning,16,51,102,204,1,400,1
reinforcement learning,16,51,102,204,1,400,1
unsupervised learning,16,51,102,204,1,400,1
piecewise,16,51,102,204,1,400,1
"Inductive logic programming (ILP) is an approach to rule learning using as a uniform representation for input examples, background knowledge, and hypotheses. Given an encoding of the known background knowledge and a set of examples represented as a logical database of facts, an ILP system will derive a hypothesized logic program that all positive and no negative examples. is a related field that considers any kind of programming language for representing hypotheses (and not only logic programming), such as .",14,32,33,34,1,400,1
logic programming,16,51,102,204,1,400,1
entails,12.32,51,102,204,1,400,1
Inductive programming,16,51,102,204,1,400,1
functional programs,16,51,102,204,1,400,1
bioinformatics,16,51,102,204,1,400,1
natural language processing,16,51,102,204,1,400,1
Gordon Plotkin,16,51,102,204,1,400,1
Ehud Shapiro,16,51,102,204,1,400,1
inductive,14,51,102,204,1,400,1
philosophical,16,51,102,204,1,400,1
mathematical induction,16,51,102,204,1,400,1
Models,21,0,0,0,1,400,1
"Performing machine learning involves creating a , which is trained on some training data and then can process additional data to make predictions. Various types of models have been used and researched for machine learning systems.",14,32,33,34,1,400,1
model,16,51,102,204,1,400,1
Artificial neural networks,21,0,0,0,1,400,1
Main article:,14,32,33,34,1,400,1
Artificial neural network,16,51,102,204,1,400,1
See also:,14,32,33,34,1,400,1
Deep learning,16,51,102,204,1,400,1
"An artificial neural network is an interconnected group of nodes, akin to the vast network of in a . Here, each circular node represents an and an arrow represents a connection from the output of one artificial neuron to the input of another.",12.3704,32,33,34,1,400,1
neurons,16,51,102,204,1,400,1
brain,16,51,102,204,1,400,1
artificial neuron,16,51,102,204,1,400,1
"Artificial neural networks (ANNs), or systems, are computing systems vaguely inspired by the that constitute animal . Such systems ""learn"" to perform tasks by considering examples, generally without being programmed with any task-specific rules.",14,32,33,34,1,400,1
connectionist,16,51,102,204,1,400,1
biological neural networks,12.32,51,102,204,1,400,1
brains,16,51,102,204,1,400,1
"An ANN is a model based on a collection of connected units or nodes called "" "", which loosely model the in a biological . Each connection, like the in a biological , can transmit information, a ""signal"", from one artificial neuron to another. An artificial neuron that receives a signal can process it and then signal additional artificial neurons connected to it. In common ANN implementations, the signal at a connection between artificial neurons is a , and the output of each artificial neuron is computed by some non-linear function of the sum of its inputs. The connections between artificial neurons are called ""edges"". Artificial neurons and edges typically have a that adjusts as learning proceeds. The weight increases or decreases the strength of the signal at a connection. Artificial neurons may have a threshold such that the signal is only sent if the aggregate signal crosses that threshold. Typically, artificial neurons are aggregated into layers. Different layers may perform different kinds of transformations on their inputs. Signals travel from the first layer (the input layer) to the last layer (the output layer), possibly after traversing the layers multiple times.",14,32,33,34,1,400,1
artificial neurons,16,51,102,204,1,400,1
neurons,16,51,102,204,1,400,1
brain,16,51,102,204,1,400,1
synapses,16,51,102,204,1,400,1
brain,16,51,102,204,1,400,1
real number,16,51,102,204,1,400,1
weight,12.32,51,102,204,1,400,1
"The original goal of the ANN approach was to solve problems in the same way that a would. However, over time, attention moved to performing specific tasks, leading to deviations from . Artificial neural networks have been used on a variety of tasks, including , , , filtering, and .",14,32,33,34,1,400,1
human brain,16,51,102,204,1,400,1
biology,16,51,102,204,1,400,1
computer vision,16,51,102,204,1,400,1
speech recognition,16,51,102,204,1,400,1
machine translation,16,51,102,204,1,400,1
social network,16,51,102,204,1,400,1
playing board and video games,16,51,102,204,1,400,1
medical diagnosis,16,51,102,204,1,400,1
consists of multiple hidden layers in an artificial neural network. This approach tries to model the way the human brain processes light and sound into vision and hearing. Some successful applications of deep learning are and .,14,32,33,34,1,400,1
Deep learning,16,51,102,204,1,400,1
computer vision,16,51,102,204,1,400,1
speech recognition,16,51,102,204,1,400,1
Decision trees,21,0,0,0,1,400,1
Main article:,14,32,33,34,1,400,1
Decision tree learning,16,51,102,204,1,400,1
A decision tree showing survival probability of passengers on the,12.3704,32,33,34,1,400,1
Titanic,16,51,102,204,1,400,1
"Decision tree learning uses a as a to go from observations about an item (represented in the branches) to conclusions about the item's target value (represented in the leaves). It is one of the predictive modeling approaches used in statistics, data mining, and machine learning. Tree models where the target variable can take a discrete set of values are called classification trees; in these tree structures, represent class labels, and branches represent of features that lead to those class labels. Decision trees where the target variable can take continuous values (typically ) are called regression trees. In decision analysis, a decision tree can be used to visually and explicitly represent decisions and . In data mining, a decision tree describes data, but the resulting classification tree can be an input for decision-making.",14,32,33,34,1,400,1
decision tree,16,51,102,204,1,400,1
predictive model,12.32,51,102,204,1,400,1
leaves,12.32,51,102,204,1,400,1
conjunctions,16,51,102,204,1,400,1
real numbers,12.32,51,102,204,1,400,1
decision making,12.32,51,102,204,1,400,1
Support-vector machines,21,0,0,0,1,400,1
Main article:,14,32,33,34,1,400,1
Support-vector machine,12.32,51,102,204,1,400,1
"Support-vector machines (SVMs), also known as support-vector networks, are a set of related methods used for classification and regression. Given a set of training examples, each marked as belonging to one of two categories, an SVM training algorithm builds a model that predicts whether a new example falls into one category. An SVM training algorithm is a non- , , , although methods such as exist to use SVM in a probabilistic classification setting. In addition to performing linear classification, SVMs can efficiently perform a non-linear classification using what is called the , implicitly mapping their inputs into high-dimensional feature spaces.",14,32,33,34,1,400,1
supervised learning,16,51,102,204,1,400,1
probabilistic,16,51,102,204,1,400,1
binary,12.32,51,102,204,1,400,1
linear classifier,16,51,102,204,1,400,1
Platt scaling,16,51,102,204,1,400,1
kernel trick,12.32,51,102,204,1,400,1
Regression analysis,21,0,0,0,1,400,1
Main article:,14,32,33,34,1,400,1
Regression analysis,16,51,102,204,1,400,1
